абаз - мелкая серебряная монета {монета} 	 type:AAN 
мандрагора - растение семейства пасленовых {растение} 	 type:NNA 
мандрагора - многолетнее травянистое растение {растение} 	 type:AAN 
мандрагора - травянистое растение семейства {растение} 	 type:ANN 
манжетка - травянистое растение семейства {растение} 	 type:ANN 
манилла - Волокно тропического растения {Волокно} 	 type:NAN
маниок - растение семейства молочайных {растение} 	 type:NNA 
маниок - кустарниковое растение семейства {растение} 	 type:ANN 
манипулятор - устройство для выполнения {устройство} 	 type:NPN
манометр - Прибор для измерения {Прибор} 	 type:NPN
мантель - пальто свободного покроя {пальто} 	 type:NAN
манто - пальто свободного покроя {пальто} 	 type:NAN
мануфактура - капиталистического промышленного производства {производства} 	 type:AAN 
маньячество - болезненное увлечение чем {увлечение} 	 type:ANN 
маразм - Состояние угасания психической деятельности {Состояние} 	 type:NNAN 
маральник - Питомник для выращивания {Питомник} 	 type:NPN
маранта - травянистое тропическое растение {растение} 	 type:AAN 
маратхи - язык индийского штата {язык} 	 type:NAN
маргаритка - растение семейства сложноцветных {растение} 	 type:NNA 
маргаритка - садовое растение семейства {растение} 	 type:ANN 
марго - Поле делового документа {Поле} 	 type:NAN
марево - слой теплого воздуха {слой} 	 type:NAN
маревые - Семейство двудольных растений {Семейство} 	 type:NAN
марена - растение из корней {растение} 	 type:NPN
маренго - Ткань черного цвета {Ткань} 	 type:NAN
мареновые - Семейство двудольных растений {Семейство} 	 type:NAN
маринка - рыба семейства карповых {рыба} 	 type:NNA 
марка - единица в Германии {единица} 	 type:NPN
марка - Знак оплаты почтовых {Знак} 	 type:NNA 
маркиза - огранки драгоценных камней {огранки} 	 type:NAN
маркшейдер - Специалист в области {Специалист} 	 type:NPN
маркшейдерия - Отрасль горной науки {Отрасль} 	 type:NAN
маркёр - орудие для проведения {орудие} 	 type:NPN
марселин - мягкая шелковая ткань {ткань} 	 type:AAN 
марселин - шелковая ткань род {ткань} 	 type:ANN 
март - месяца календарного года {месяца} 	 type:NAN
мартини - винограда десертного вина {винограда} 	 type:NAN
мартын - водоплавающей птицы семейства {птицы} 	 type:ANN 
мартышка - обезьяна из рода {обезьяна} 	 type:NPN
мартышковые - Подсемейство узконосых обезьян {Подсемейство} 	 type:NAN
марь - растение семейства маревых {растение} 	 type:NNA 
марьянник - растение семейства норичниковых {растение} 	 type:NNA 
маслина - дерево семейства маслиновых {дерево} 	 type:NNA 
маслина - южное дерево семейства {дерево} 	 type:ANN 
маслиновые - Семейство двудольных растений {Семейство} 	 type:NAN
масло - твердое жировое вещество {вещество} 	 type:AAN 
маслобойка - Аппарат для сбивания {Аппарат} 	 type:NPN
маслоделие - Отрасль молочной промышленности {Отрасль} 	 type:NAN
маслодельня - предприятие для производства {предприятие} 	 type:NPN
масс-спектрометр - Прибор для разделения {Прибор} 	 type:NPN
мастит - Воспаление молочной железы {Воспаление} 	 type:NAN
мастодонт - млекопитающее отряда хоботных {млекопитающее} 	 type:NNA 
мастоидит - Воспаление сосцевидного отростка {Воспаление} 	 type:NAN
мат - Нападение на короля {Нападение} 	 type:NPN
математик - Специалист в области {Специалист} 	 type:NPN
материализм - отношение к действительности {отношение} 	 type:NPN
материаловед - Специалист в области {Специалист} 	 type:NPN
материалоёмкость - Показатель расхода материальных ресурсов {Показатель} 	 type:NNAN 
материк - основных крупных частей {частей} 	 type:AAN 
материк - крупных частей суши {частей} 	 type:ANN 
матине - утренняя домашняя одежда {одежда} 	 type:AAN 
матка - орган у женщины {орган} 	 type:NPN
матка - Самка у животных {Самка} 	 type:NPN
матка - Судно для обслуживания {Судно} 	 type:NPN
маточник - Инструмент для нарезания {Инструмент} 	 type:NPN
матрас - подстилка для лежания {подстилка} 	 type:NPN
матриархат - родового первобытного общества {общества} 	 type:AAN 
маттиола - Растение семейства крестоцветных {Растение} 	 type:NNA 
матч - Состязание в каком {Состязание} 	 type:NPN
мать - Монахиня духовного лица {Монахиня} 	 type:NAN
мать-и-мачеха - растение семейства сложноцветных {растение} 	 type:NNA 
мать-и-мачеха - травянистое растение семейства {растение} 	 type:ANN 
махаон - дневная бабочка семейства {бабочка} 	 type:ANN 
махизм - направление в философии {направление} 	 type:NPN
махновщина - Движение крестьянских масс {Движение} 	 type:NAN
махорка - Растение семейства пасленовых {Растение} 	 type:NNA 
мачете - нож для расчистки {нож} 	 type:NPN
машинка - Прибор небольших размеров {Прибор} 	 type:NAN
машиновед - Специалист в области {Специалист} 	 type:NPN
машиностроитель - Специалист в области {Специалист} 	 type:NPN
маэстро - именование крупного композитора {именование} 	 type:NAN
маёвка - революционное собрание рабочих {собрание} 	 type:ANN 
мгновение - короткий промежуток времени {промежуток} 	 type:ANN 
мебель - Предметы комнатной обстановки {Предметы} 	 type:NAN
медведица - бабочка яркой окраски {бабочка} 	 type:NAN
медведка - Насекомое отряда прямокрылых {Насекомое} 	 type:NNA 
медведка - Обрубок толстого дерева {Обрубок} 	 type:NAN
медведь - хищное всеядное млекопитающее {млекопитающее} 	 type:AAN 
медвежатник - Помещение для медведей {Помещение} 	 type:NPN
медвежатник - Охотник на медведя {Охотник} 	 type:NPN
медвуз - высшее учебное заведение {заведение} 	 type:AAN 
медиеваль - рисунков печатного шрифта {рисунков} 	 type:NAN
медиевист - Специалист в области {Специалист} 	 type:NPN
медиевистика - Область исторической науки {Область} 	 type:NAN
медик - Специалист в области {Специалист} 	 type:NPN
медиум - регистр певческих голосов {регистр} 	 type:NAN
меднение - Нанесение тонкого слоя {Нанесение} 	 type:NAN
медовка - летних сладких яблок {яблок} 	 type:AAN 
медовка - растение семейства губоцветных {растение} 	 type:NNA 
медовка - медоносное растение семейства {растение} 	 type:ANN 
медогонка - Машина для откачивания {Машина} 	 type:NPN
медосос - птица отряда воробьиных {птица} 	 type:NNA 
медосос - южная певчая птица {птица} 	 type:AAN 
медосос - певчая птица отряда {птица} 	 type:ANN 
медпункт - Пункт медицинской помощи {Пункт} 	 type:NAN
медресе - высшая духовная школа {школа} 	 type:AAN 
медуница - многолетнее растение семейства {растение} 	 type:ANN 
медяница - змеевидная ящерица семейства {ящерица} 	 type:ANN 
медяница - насекомое отряда равнокрылых {насекомое} 	 type:NNA 
межа - Граница земельных участков {Граница} 	 type:NAN
междометие - специальных грамматических показателей {показателей} 	 type:AAN 
междувластие - отсутствие единых органов {отсутствие} 	 type:NAN
международник - Специалист в области {Специалист} 	 type:NPN
межеумок - речное грузовое судно {судно} 	 type:AAN 
межник - Ветер промежуточного направления {Ветер} 	 type:NAN
межник - средних румбов компаса {румбов} 	 type:ANN 
межплодник - промежуточный слой стенки {слой} 	 type:ANN 
мезга - молодой слой древесины {слой} 	 type:ANN 
мездра - Слой подкожной клетчатки {Слой} 	 type:NAN
мезенхима - ткань зародышей многоклеточных животных {ткань} 	 type:NNAN 
мезодерма - слой зародыша многоклеточных животных {слой} 	 type:NNAN 
меланж - смесь яичных желтков {смесь} 	 type:NAN
мелизмы - украшения основных звуков {украшения} 	 type:NAN
мелизмы - небольшие мелодические украшения {украшения} 	 type:AAN 
мелинит - вещество желтого цвета {вещество} 	 type:NAN
мелисса - растение семейства губоцветных {растение} 	 type:NNA 
мелисса - травянистое растение семейства {растение} 	 type:ANN 
мелколепестник - растение семейства сложноцветных {растение} 	 type:NNA 
мелколепестник - полукустарниковое растение семейства {растение} 	 type:ANN 
мембрана - натянутая тонкая пленка {пленка} 	 type:AAN 
мемория - Выписка для памяти {Выписка} 	 type:NPN
менеджер - Специалист в области {Специалист} 	 type:NPN
мензура - данные для определения {данные} 	 type:NPN
менингит - Воспаление оболочек головного {Воспаление} 	 type:NNA 
мениск - наружный внутрисуставные хрящи {хрящи} 	 type:AAN 
мениск - выпуклая поверхность жидкости {поверхность} 	 type:ANN 
менструация - кровотечение у женщины {кровотечение} 	 type:NPN
менуэт - французский бальный танец {танец} 	 type:AAN 
меньшевик - Приверженец меньшевизма меньшевистской партии {Приверженец} 	 type:NNAN 
мерзавец - мерзкий подлый человек {человек} 	 type:AAN 
мерзавчик - маленькая бутылка водки {бутылка} 	 type:ANN 
мерзлотовед - Специалист в области {Специалист} 	 type:NPN
меридиан - замкнутая кривая линия {линия} 	 type:AAN 
меркантилизм - политика раннего капитализма {политика} 	 type:NAN
мерланг - Рыба семейства тресковых {Рыба} 	 type:NNA 
мерсеризация - Обработка целлюлозных волокон {Обработка} 	 type:NAN
мертвецкая - Помещение для покойников {Помещение} 	 type:NPN
мерёжа - снасть конусообразной формы {снасть} 	 type:NAN
мессалина - женщина привилегированного класса {женщина} 	 type:NAN
местничество - Порядок замещения высших должностей {Порядок} 	 type:NNAN 
месторождение - Скопление полезных ископаемых {Скопление} 	 type:NAN
металловед - Специалист в области {Специалист} 	 type:NPN
металлограф - Специалист в области {Специалист} 	 type:NPN
металлург - Специалист в области {Специалист} 	 type:NPN
метание - поклон у старообрядцев {поклон} 	 type:NPN
метацентр - Точка от положения {Точка} 	 type:NPN
метеор - Явление короткой вспышки {Явление} 	 type:NAN
метеорит - тело космического происхождения {тело} 	 type:NAN
метеоролог - Специалист в области {Специалист} 	 type:NPN
метизация - Скрещивание различных пород {Скрещивание} 	 type:NAN
метис - Потомок от брака {Потомок} 	 type:NPN
метисация - Процесс смешения различных рас {Процесс} 	 type:NNAN 
метла - Предмет хозяйственного обихода {Предмет} 	 type:NAN
метлица - растение семейства злаковых {растение} 	 type:NNA 
методист - Специалист в области {Специалист} 	 type:NPN
методолог - Специалист в области {Специалист} 	 type:NPN
метр - единица длины метрической системы {единица} 	 type:NNAN 
метр - Система организации музыкального ритма {Система} 	 type:NNAN 
метрика - Учение о соразмерности {Учение} 	 type:NPN
метролог - Специалист в области {Специалист} 	 type:NPN
механизация - замена ручных средств {замена} 	 type:NAN
механик - Специалист в области {Специалист} 	 type:NPN
механицизм - Проявление метафизического метода {Проявление} 	 type:NAN
механотерапия - Метод лечения больных {Метод} 	 type:NNA 
мечехвост - животное отряда членистоногих {животное} 	 type:NNA 
мешалка - Приспособление для размешивания {Приспособление} 	 type:NPN
мешанина - Смесь чего разнородного {Смесь} 	 type:NNA 
мешанка - смесь из травы {смесь} 	 type:NPN
мешок - Предмет хозяйственного обихода {Предмет} 	 type:NAN
ми - буквы греческого алфавита {буквы} 	 type:NAN
миальгия - Приступы мышечных болей {Приступы} 	 type:NAN
миг - короткий промежуток времени {промежуток} 	 type:ANN 
мигрень - Приступы головной боли {Приступы} 	 type:NAN
миелит - Воспаление спинного мозга {Воспаление} 	 type:NAN
мизантропия - Отчуждение от людей {Отчуждение} 	 type:NPN
мизинец - короткого пальца руки {пальца} 	 type:ANN 
микадо - Титул японского императора {Титул} 	 type:NAN
миколог - Специалист в области {Специалист} 	 type:NPN
микориза - Соединение грибных нитей {Соединение} 	 type:NAN
микробиолог - Специалист в области {Специалист} 	 type:NPN
микровесы - Весы для взвешивания {Весы} 	 type:NPN
микрокалькулятор - калькулятор небольших размеров {калькулятор} 	 type:NAN
микроклимат - Климат небольшого участка {Климат} 	 type:NAN
микрококки - Бактерии шаровидной формы {Бактерии} 	 type:NAN
микрокосм - Мир малых величин {Мир} 	 type:NAN
микромер - Прибор для измерения {Прибор} 	 type:NPN
микрометеорит - Частица космической пыли {Частица} 	 type:NAN
микрометрия - Измерение мельчайших линий {Измерение} 	 type:NAN
микроструктура - Строение твердых веществ {Строение} 	 type:NAN
микротом - Прибор для получения {Прибор} 	 type:NPN
микрофотография - Фотографирование микроскопических объектов {Фотографирование} 	 type:NAN
микрохимия - Раздел аналитической химии {Раздел} 	 type:NAN
микроцефалия - малые размеры черепа {размеры} 	 type:ANN 
миксер - сосуд для накопления {сосуд} 	 type:NPN
микст - регистр певческого голоса {регистр} 	 type:NAN
микстура - лекарство из смеси {лекарство} 	 type:NPN
милитаризм - Политика усиления военной мощи {Политика} 	 type:NNAN 
миллиард - большое множество кого {множество} 	 type:ANN 
миллиарды - конца цифры многозначного числа {конца} 	 type:NNAN 
миллион - большое множество кого {множество} 	 type:ANN 
миллионы - конца цифры многозначного числа {конца} 	 type:NNAN 
мим - комическая импровизированная сценка {сценка} 	 type:AAN 
миманс - ансамбль (в речи {ансамбль} 	 type:NPN
мимоза - растение семейства бобовых {растение} 	 type:NNA 
мина - Месторождение ископаемых горных разработок {Месторождение} 	 type:NNAN 
мина - снаряд для взрыва {снаряд} 	 type:NPN
минарет - башня при мечети {башня} 	 type:NPN
миндалины - орган лимфатической системы {орган} 	 type:NAN
миндальник - Кустарник семейства розовых {Кустарник} 	 type:NNA 
минеи-четьи - Сборники церковно литературы {Сборники} 	 type:NAN
минерал - образование кристаллической структуры {образование} 	 type:NAN
минерализация - Разложение органических веществ {Разложение} 	 type:NAN
минералог - Специалист в области {Специалист} 	 type:NPN
министерство - орган государственного управления {орган} 	 type:NAN
миннезанг - немецкая рыцарская лирика {лирика} 	 type:AAN 
миноискатель - Прибор для обнаружения {Прибор} 	 type:NPN
миномётчик - Военнослужащий миномётных частей {Военнослужащий} 	 type:NAN
минорка - порода яйценоских кур {порода} 	 type:NAN
минреп - Трос для удержания {Трос} 	 type:NPN
минтай - рыба семейства тресковых {рыба} 	 type:NNA 
минтай - промысловая рыба семейства {рыба} 	 type:ANN 
миньон - шрифт (в полиграфии {шрифт} 	 type:NPN
миограф - Прибор для записи {Прибор} 	 type:NPN
миозит - Воспаление скелетных мышц {Воспаление} 	 type:NAN
миолог - Специалист в области {Специалист} 	 type:NPN
мир - отношения между кем {отношения} 	 type:NPN
миракль - представление религиозно характера {представление} 	 type:NAN
мирика - растение семейства гребенщиковых {растение} 	 type:NNA 
мирон - рыба семейства карповых {рыба} 	 type:NNA 
миропознание - Познание окружающего мира {Познание} 	 type:NAN
мирт - вечнозеленое древесное растение {растение} 	 type:AAN 
миртовые - Семейство двудольных растений {Семейство} 	 type:NAN
миска - Предмет домашней утвари {Предмет} 	 type:NAN
мистагогия - Приготовление к мистерии {Приготовление} 	 type:NPN
мистерия - Жанр средневековой драмы {Жанр} 	 type:NAN
митенки - перчатки без пальцев {перчатки} 	 type:NPN
митинг - собрание для обсуждения {собрание} 	 type:NPN
миткаль - ткань полотняного переплетения {ткань} 	 type:NAN
миткаль - тонкая хлопчатобумажная ткань {ткань} 	 type:AAN 
миттель - шрифт среднего размера {шрифт} 	 type:NAN
мифолог - Специалист в области {Специалист} 	 type:NPN
мицеллы - Частицы малых размеров {Частицы} 	 type:NAN
младогегельянство - течение в Германии {течение} 	 type:NPN
младограмматики - Представители младограмматического направления {Представители} 	 type:NAN
многоборье - Комплекс физических упражнений {Комплекс} 	 type:NAN
многознайство - Осведомленность в чем {Осведомленность} 	 type:NPN
многозуб - Рыба отряда осетрообразных {Рыба} 	 type:NNA 
многоколенчатые - Класс беспозвоночных животных {Класс} 	 type:NAN
многоногие - Класс членистоногих животных {Класс} 	 type:NAN
многоножка - травянистое папоротниковое растение {растение} 	 type:AAN 
многопредметность - Наличие большого числа {Наличие} 	 type:NAN
многоустка - червь класса плоских сосальщиков {червь} 	 type:NNAN 
многофигурность - Наличие большого количества {Наличие} 	 type:NAN
мобилизация - Перевод вооруженных сил {Перевод} 	 type:NAN
мобилизованность - готовность к какой {готовность} 	 type:NPN
мобиль - Воин мобильной гвардии {Воин} 	 type:NAN
могар - кормовое растение семейства {растение} 	 type:ANN 
могильник - птица семейства ястребиных {птица} 	 type:NNA 
могол - Представитель тюрко народов {Представитель} 	 type:NAN
модель - Образец нового изделия {Образец} 	 type:NAN
мозазавр - пресмыкающееся мелового периода {пресмыкающееся} 	 type:NAN
мозаика - декоративного прикладного искусства {искусства} 	 type:AAN 
мозг - отдел нервной системы {отдел} 	 type:NAN
мозгля - хилый тщедушный человек {человек} 	 type:AAN 
мокрица - животное отряда равноногих {животное} 	 type:NNA 
мокрица - наземное ракообразное животное {животное} 	 type:AAN 
мокрица - ракообразное животное отряда {животное} 	 type:ANN 
мокрица - растение семейства гвоздичных {растение} 	 type:NNA 
мокрица - травянистое сорное растение {растение} 	 type:AAN 
мокрица - сорное растение семейства {растение} 	 type:ANN 
мокшане - группа мордовского народа {группа} 	 type:NAN
молдаванка - женская национальная одежда {одежда} 	 type:AAN 
молдовеняска - танец быстрого темпа {танец} 	 type:NAN
молескин - прочная хлопчатобумажная ткань {ткань} 	 type:AAN 
моллюски - беспозвоночных мягкотелых животных {животных} 	 type:AAN 
молниеотвод - Устройство для защиты {Устройство} 	 type:NPN
молния - разряд атмосферного электричества {разряд} 	 type:NAN
молодо-зелено - неопытный неискушенный человек {человек} 	 type:AAN 
молокан - растение семейства сложноцветных {растение} 	 type:NNA 
молокан - сорное растение семейства {растение} 	 type:ANN 
молокане - русских религиозных сект {сект} 	 type:AAN 
молокомер - Прибор для измерения {Прибор} 	 type:NPN
молот - молоток для ковки {молоток} 	 type:NPN
молотилка - Машина для обмолота {Машина} 	 type:NPN
молотило - длинной рукоятке цепа {рукоятке} 	 type:ANN 
молотильня - Помещение для молотьбы {Помещение} 	 type:NPN
молоточек - косточек среднего уха {косточек} 	 type:NAN
молочайные - Семейство двудольных растений {Семейство} 	 type:NAN
молочник - сосуд для молока {сосуд} 	 type:NPN
молочница - Заболевание слизистой оболочки {Заболевание} 	 type:NAN
мольва - рыба семейства тресковых {рыба} 	 type:NNA 
момент - короткий промежуток времени {промежуток} 	 type:ANN 
монада - первичный духовный элемент {элемент} 	 type:AAN 
монарх - выборный единовластный глава {глава} 	 type:AAN 
монарх - единовластный глава государства {глава} 	 type:ANN 
монах - Член религиозной общины {Член} 	 type:NAN
монголовед - Специалист в области {Специалист} 	 type:NPN
монголоведение - Совокупность научных дисциплин {Совокупность} 	 type:NAN
монетчик - Рабочий монетного двора {Рабочий} 	 type:NAN
монисто - Ожерелье из монет {Ожерелье} 	 type:NPN
монитор - Аппарат для создания {Аппарат} 	 type:NPN
монитор - кораблей для борьбы {кораблей} 	 type:NPN
монитор - артиллерийских низкобортных кораблей {кораблей} 	 type:AAN 
мониторинг - наблюдение за каким {наблюдение} 	 type:NPN
моноволокно - волокно непрерывной длины {волокно} 	 type:NAN
монолит - цельная каменная глыба {глыба} 	 type:AAN 
монополия - право на что {право} 	 type:NPN
монофтонг - отличие от дифтонга {отличие} 	 type:NPN
монохорд - щипковый музыкальный инструмент {инструмент} 	 type:AAN 
монстера - многолетнее тропическое растение {растение} 	 type:AAN 
монстера - тропическое растение семейства {растение} 	 type:ANN 
монтаньяры - депутаты Национального конвента {депутаты} 	 type:NAN
морг - помещение для хранения {помещение} 	 type:NPN
морген - мера в Германии {мера} 	 type:NPN
мордоворот - некрасивое уродливое лицо {лицо} 	 type:AAN 
морена - Отложения из обломков {Отложения} 	 type:NPN
морж - млекопитающее отряда ластоногих {млекопитающее} 	 type:NNA 
моржовые - Семейство водных животных {Семейство} 	 type:NAN
морзянка - Азбука Морзе информации {Азбука} 	 type:NAN
морилка - Приспособление для умерщвления {Приспособление} 	 type:NPN
морковник - Кушанье из моркови {Кушанье} 	 type:NPN
морковник - растение семейства зонтичных {растение} 	 type:NNA 
морковник - травянистое растение семейства {растение} 	 type:ANN 
морковь - растение семейства зонтичных {растение} 	 type:NNA 
морковь - кормовое растение семейства {растение} 	 type:ANN 
мормышка - приманка для рыбы {приманка} 	 type:NPN
мороженица - Устройство для приготовления {Устройство} 	 type:NPN
мороженое - продукт из молока {продукт} 	 type:NPN
морозник - растение семейства лютиковых {растение} 	 type:NNA 
морозы - зимняя погода холода {погода} 	 type:ANN 
морока - хлопотное дело канитель {дело} 	 type:ANN 
морошка - растение семейства розовых {растение} 	 type:NNA 
морошка - полукустарниковое растение семейства {растение} 	 type:ANN 
морфолог - Специалист в области {Специалист} 	 type:NPN
морфолог - Специалист в области {Специалист} 	 type:NPN
морянка - птица семейства утиных {птица} 	 type:NNA 
москатель - химические вещества (краски {вещества} 	 type:ANN 
москит - насекомое южных стран {насекомое} 	 type:NAN
москитка - названий москитной лихорадки {названий} 	 type:NAN
мост - Сооружение для перехода {Сооружение} 	 type:NPN
мостки - Настил для перехода {Настил} 	 type:NPN
мостовьё - Полуфабрикат кожевенного производства {Полуфабрикат} 	 type:NAN
мостоотряд - передвижная строительная организация {организация} 	 type:AAN 
мотель - Гостиница для автотуристов {Гостиница} 	 type:NPN
мотив - ритмическая единица мелодии {единица} 	 type:ANN 
мотивация - Наличие причинно-следственной связи {Наличие} 	 type:NAN
мотодром - Сооружение для состязаний {Сооружение} 	 type:NPN
моторика - Совокупность двигательных процессов {Совокупность} 	 type:NAN
мотоцикл - машина для передвижения {машина} 	 type:NPN
мотыга - орудие для обработки {орудие} 	 type:NPN
мотыльковые - Подсемейство бобовых растений {Подсемейство} 	 type:NAN
мотылёк - ночная чешуекрылая бабочка {бабочка} 	 type:AAN 
мохер - Шерсть коз ангорской породы {Шерсть} 	 type:NNAN 
му - Единица измерения земельных площадей {Единица} 	 type:NNAN 
музга - Впадина на поверхности {Впадина} 	 type:NPN
музеевед - Специалист в области {Специалист} 	 type:NPN
музыковед - Специалист в области {Специалист} 	 type:NPN
мука-обойка - мука особого помола {мука} 	 type:NAN
муксун - рыба отряда лососеобразных {рыба} 	 type:NNA 
муксун - промысловая рыба отряда {рыба} 	 type:ANN 
мулат - Потомок от браков {Потомок} 	 type:NPN
мулине - ниток для вышивания {ниток} 	 type:NPN
мулла - Служитель религиозного культа {Служитель} 	 type:NAN
мульда - залегания слоев горных пород {залегания} 	 type:NNAN 
мультимиллионер - Обладатель многомиллионного состояния {Обладатель} 	 type:NAN
мультипликатор - Устройство для нагнетания {Устройство} 	 type:NPN
мультипликация - Киносъемка последовательных фаз {Киносъемка} 	 type:NAN
мульча - Материал для мульчирования {Материал} 	 type:NPN
мумиё - вещество органического происхождения {вещество} 	 type:NAN
мундштук - рукав торфяного пресса {рукав} 	 type:NAN
мура - неважное пустое ерунда {ерунда} 	 type:AAN 
мурава - зеленая молодая трава {трава} 	 type:AAN 
муравьед - млекопитающее отряда неполнозубых {млекопитающее} 	 type:NNA 
муравьед - древесное млекопитающее отряда {млекопитающее} 	 type:ANN 
мурза - Титул феодальной знати {Титул} 	 type:NAN
мурмолка - бархатная русская шапка {шапка} 	 type:AAN 
мурцовка - Кушанье из воды {Кушанье} 	 type:NPN
мускат - винограда десертного вина {винограда} 	 type:NAN
муслин - тонкая мягкая ткань {ткань} 	 type:AAN 
мутация - изменение наследственных свойств {изменение} 	 type:NAN
мутник - сеть особого устройства {сеть} 	 type:NAN
мутовка - Предмет кухонной утвари {Предмет} 	 type:NAN
муфта - Принадлежность женской одежды {Принадлежность} 	 type:NAN
муфта - Устройство для соединения {Устройство} 	 type:NPN
муфтий - лицо у мусульман {лицо} 	 type:NPN
мухоловка - птица отряда воробьиных {птица} 	 type:NNA 
мухоловка - Приспособление для ловли {Приспособление} 	 type:NPN
муцины - прозрачные тягучие вещества {вещества} 	 type:AAN 
мучнистое - Кушанья из муки {Кушанья} 	 type:NPN
мучное - Кушанья из муки {Кушанья} 	 type:NPN
мушар - шпион (во Франции {шпион} 	 type:NPN
мушка - Кусочек черного пластыря {Кусочек} 	 type:NAN
мушкет - ручное огнестрельное оружие {оружие} 	 type:AAN 
муштра - Метод воинского обучения {Метод} 	 type:NAN
муэдзин - Служитель при мечети {Служитель} 	 type:NPN
мыльница - Футляр для мыла {Футляр} 	 type:NPN
мыльнянка - растение семейства гвоздичных корневища {растение} 	 type:NNAN 
мыльнянка - травянистое растение семейства {растение} 	 type:ANN 
мыслебоязнь - Боязнь серьезных мыслей {Боязнь} 	 type:NAN
мыт - инфекционная болезнь лошадей {болезнь} 	 type:ANN 
мытник - растение семейства норичниковых {растение} 	 type:NNA 
мытник - травянистое растение семейства {растение} 	 type:ANN 
мышеловка - Приспособление для ловли {Приспособление} 	 type:NPN
мышехвостник - растение семейства лютиковых {растение} 	 type:NNA 
мышехвостник - однолетнее растение семейства {растение} 	 type:ANN 
мюзет - французский народный танец {танец} 	 type:AAN 
мясное - Кушанье из мяса {Кушанье} 	 type:NPN
мясной - Магазин по продаже {Магазин} 	 type:NPN
мясорубка - приспособление для переработки {приспособление} 	 type:NPN
мята - растение семейства губоцветных {растение} 	 type:NNA 
мята - травянистое душистое растение {растение} 	 type:AAN 
мята - душистое растение семейства {растение} 	 type:ANN 
мятлик - однолетнее растение семейства {растение} 	 type:ANN 
мяч - шар из какого {шар} 	 type:NPN
наваха - длинный складной нож {нож} 	 type:AAN 
навигатор - Специалист в области {Специалист} 	 type:NPN
наводняемость - Доступность для наводнения {Доступность} 	 type:NPN
навоз - Смесь помета домашних животных {Смесь} 	 type:NNAN 
навозня - навозница для свалки {навозница} 	 type:NPN
навозохранилище - яма для хранения {яма} 	 type:NPN
наволочка - Чехол для подушки {Чехол} 	 type:NPN
навязчивость - Поведение навязчивого человека {Поведение} 	 type:NAN
нагайка - плеть из ремней {плеть} 	 type:NPN
наган - Револьвер особой системы {Револьвер} 	 type:NAN
нагнетатель - Прибор для нагнетания {Прибор} 	 type:NPN
нагнёт - процесс в области {процесс} 	 type:NPN
нагота - состояние обнаженного тела {состояние} 	 type:NAN
награда - Вознаграждение за какие {Вознаграждение} 	 type:NPN
нагрузчик - Аппарат для нагрузки {Аппарат} 	 type:NPN
наддув - Питание цилиндров поршневых двигателей {Питание} 	 type:NNAN 
надежда - Ожидание чего благоприятного {Ожидание} 	 type:NNA 
надеянность - Уверенность в ком {Уверенность} 	 type:NPN
надзирательская - Комната для надзирателей {Комната} 	 type:NPN
надир - Точка небесной сферы {Точка} 	 type:NAN
надкожица - слой кожных покровов {слой} 	 type:NAN
надкрылья - передние крылья жуков {крылья} 	 type:ANN 
надхрящница - слой соединительной ткани {слой} 	 type:NAN
наездник - Насекомое из отряда {Насекомое} 	 type:NPN
наживка - Приманка для ловли {Приманка} 	 type:NPN
нажин - Количество сжатых злаков {Количество} 	 type:NAN
назначенство - Замещение выборных должностей {Замещение} 	 type:NAN
накидка - одежда без рукавов {одежда} 	 type:NPN
накопыльник - брус у саней {брус} 	 type:NPN
накры - инструмента вроде барабана {инструмента} 	 type:NPN
налим - рыба семейства тресковых {рыба} 	 type:NNA 
налим - пресноводная рыба семейства {рыба} 	 type:ANN 
налобник - женский головной убор {убор} 	 type:AAN 
намаз - молитва из стихов {молитва} 	 type:NPN
наместник - Управитель феодальной области {Управитель} 	 type:NAN
нанизм - низкий карликовый рост {рост} 	 type:AAN 
нанка - грубой хлопчатобумажной ткани {ткани} 	 type:AAN 
напиток - жидкость для питья {жидкость} 	 type:NPN
наплевательство - отношение к кому {отношение} 	 type:NPN
